individual,member,LWT,Seed,Dist to member,# of different params w.r.t other member
0,1,278.0,0,0.0018225064156115718,8
0,2,267.4,0,0.0018225064156115718,8
1,1,240.3,8,0.0017532086395235023,8
1,2,214.7,8,0.0017532086395235023,8
2,1,214.7,8,0.0007403590741509633,6
2,2,153.0,8,0.0007403590741509633,6
3,1,205.0,8,0.0009925405488328506,5
3,2,214.7,8,0.0009925405488328506,5
4,1,197.9,3,0.0012024298451415603,8
4,2,275.9,3,0.0012024298451415603,8
5,1,234.5,8,0.0008454041876977002,5
5,2,214.7,8,0.0008454041876977002,5
6,1,264.7,14,0.0015803147860045455,8
6,2,181.4,14,0.0015803147860045455,8
7,1,146.4,0,0.0010742735226584896,6
7,2,331.2,0,0.0010742735226584896,6
8,1,168.1,14,0.0025004885702899237,15
8,2,384.2,14,0.0025004885702899237,15
9,1,207.7,5,0.0019384718255020352,10
9,2,278.9,5,0.0019384718255020352,10
10,1,164.0,4,0.002788177265973998,14
10,2,318.3,4,0.002788177265973998,14
11,1,214.7,8,0.0003536348462337567,6
11,2,342.2,8,0.0003536348462337567,6
12,1,348.9,4,0.0154377056205593,78
12,2,160.7,4,0.0154377056205593,78
13,1,493.2,5,0.00950250037935065,55
13,2,173.1,5,0.00950250037935065,55
14,1,241.3,3,0.0012643223630127277,5
14,2,155.4,3,0.0012643223630127277,5
15,1,213.2,0,0.0011668684311891269,5
15,2,278.0,0,0.0011668684311891269,5
16,1,207.7,5,0.0011256684491978608,3
16,2,463.0,5,0.0011256684491978608,3
17,1,221.7,13,0.0012869141533643819,7
17,2,343.4,13,0.0012869141533643819,7
18,1,372.4,12,0.0020989304812834226,8
18,2,184.1,12,0.0020989304812834226,8
19,1,121.0,14,0.0007185151465127253,6
19,2,278.0,14,0.0007185151465127253,6
