individual,member,LWT,Seed,Dist to member,# of different params w.r.t other member
0,1,223.3,15,0.00010432143105044412,3
0,2,139.3,15,0.00010432143105044412,3
1,1,89.8,18,0.00014815974446013967,4
1,2,75.7,18,0.00014815974446013967,4
2,1,173.2,19,0.0009148714973042239,6
2,2,219.4,19,0.0009148714973042239,6
3,1,218.2,1,0.0004964875109728724,6
3,2,103.2,1,0.0004964875109728724,6
4,1,85.8,0,0.0008217780062692404,7
4,2,85.8,0,0.0008217780062692404,7
5,1,107.3,14,0.00015760167911446464,3
5,2,107.3,14,0.00015760167911446464,3
6,1,96.8,20,0.0008587254161041529,6
6,2,85.8,20,0.0008587254161041529,6
7,1,89.8,18,0.0009635757713306224,11
7,2,151.5,18,0.0009635757713306224,11
8,1,89.8,18,0.0001494076084679201,5
8,2,238.8,18,0.0001494076084679201,5
9,1,223.3,15,0.00010697314206697755,4
9,2,163.9,15,0.00010697314206697755,4
10,1,224.8,19,0.0011414254619986058,8
10,2,219.4,19,0.0011414254619986058,8
11,1,203.0,1,0.0007034911335362672,7
11,2,103.2,1,0.0007034911335362672,7
12,1,185.9,18,0.0013948333183376948,15
12,2,151.5,18,0.0013948333183376948,15
13,1,224.8,19,0.001210135973927016,10
13,2,182.7,19,0.001210135973927016,10
14,1,203.0,1,0.001370435449944665,10
14,2,103.2,1,0.001370435449944665,10
15,1,224.8,19,0.0017624363296887902,11
15,2,92.9,19,0.0017624363296887902,11
16,1,218.2,1,0.0016808550931392222,16
16,2,131.4,1,0.0016808550931392222,16
17,1,97.7,15,0.0018216928537309821,19
17,2,200.8,15,0.0018216928537309821,19
18,1,234.3,5,0.009908384802406049,91
18,2,87.6,5,0.009908384802406049,91
19,1,89.7,5,0.0246798877858291,200
19,2,336.1,5,0.0246798877858291,200
