individual,member,LWT,Seed,Dist to member,# of different params w.r.t other member
0,1,172.5,10,0.0005651515985252847,3
0,2,217.5,10,0.0005651515985252847,3
1,1,162.8,4,0.00018417432454740547,2
1,2,162.8,4,0.00018417432454740547,2
2,1,252.1,6,0.0013074866310160427,5
2,2,262.6,6,0.0013074866310160427,5
3,1,213.7,14,0.0019251687068228092,8
3,2,278.0,14,0.0019251687068228092,8
4,1,174.1,1,0.0008520307349064295,5
4,2,162.8,1,0.0008520307349064295,5
5,1,192.8,3,0.0014285011563941845,9
5,2,203.1,3,0.0014285011563941845,9
6,1,224.2,3,0.0015922305651574346,11
6,2,203.1,3,0.0015922305651574346,11
7,1,174.1,1,0.0009055066707353065,6
7,2,162.8,1,0.0009055066707353065,6
8,1,213.7,14,0.0021112689654482425,11
8,2,278.0,14,0.0021112689654482425,11
9,1,174.1,1,0.0011755601466711353,6
9,2,162.8,1,0.0011755601466711353,6
10,1,129.3,4,0.0009809657683976728,5
10,2,162.8,4,0.0009809657683976728,5
11,1,153.1,11,0.001033868092691622,6
11,2,278.0,11,0.001033868092691622,6
12,1,164.4,14,0.002411714681620586,14
12,2,278.0,14,0.002411714681620586,14
13,1,283.1,4,0.0018427537355617473,10
13,2,162.8,4,0.0018427537355617473,10
14,1,179.1,4,0.0011413935758843039,6
14,2,162.8,4,0.0011413935758843039,6
15,1,153.5,11,0.0014346858226239726,9
15,2,278.0,11,0.0014346858226239726,9
16,1,201.9,4,0.0007314114011962468,5
16,2,162.8,4,0.0007314114011962468,5
17,1,164.4,11,0.005579888746041831,28
17,2,278.0,11,0.005579888746041831,28
18,1,173.2,20,0.01062823886251499,55
18,2,423.8,20,0.01062823886251499,55
19,1,394.4,20,0.04589710926466003,238
19,2,177.8,20,0.04589710926466003,238
