individual,member,LWT,Seed,Dist to member,# of different params w.r.t other member
0,1,136.4,3,0.0008374989657263516,8
0,2,185.8,3,0.0008374989657263516,8
1,1,158.4,20,0.0006609708764847898,5
1,2,98.8,20,0.0006609708764847898,5
2,1,131.3,5,0.0014715209427385693,8
2,2,197.8,5,0.0014715209427385693,8
3,1,153.0,3,0.0003976651897203516,5
3,2,308.8,3,0.0003976651897203516,5
4,1,237.2,3,0.0018424513551058663,12
4,2,136.4,3,0.0018424513551058663,12
5,1,203.3,5,0.0018255832115779658,13
5,2,75.7,5,0.0018255832115779658,13
6,1,84.9,11,0.0015955182113344198,11
6,2,258.3,11,0.0015955182113344198,11
7,1,234.3,7,0.0007595882927951238,6
7,2,95.8,7,0.0007595882927951238,6
8,1,256.5,5,0.003242756840723134,22
8,2,75.7,5,0.003242756840723134,22
9,1,85.8,20,0.0007693634638606177,3
9,2,204.5,20,0.0007693634638606177,3
10,1,99.4,9,0.002306591536745235,17
10,2,252.6,9,0.002306591536745235,17
11,1,104.7,9,0.007402234995339298,65
11,2,292.2,9,0.007402234995339298,65
12,1,85.8,6,0.0008889286881879248,8
12,2,202.9,6,0.0008889286881879248,8
13,1,231.3,5,0.0015219566280757631,12
13,2,89.8,5,0.0015219566280757631,12
14,1,93.0,7,0.0008601200459355758,8
14,2,252.4,7,0.0008601200459355758,8
15,1,79.2,8,0.0014783140024309243,13
15,2,239.1,8,0.0014783140024309243,13
16,1,85.8,8,0.001441121982889941,7
16,2,196.3,8,0.001441121982889941,7
17,1,228.7,20,0.0014698724860237459,11
17,2,85.8,20,0.0014698724860237459,11
18,1,85.8,20,0.0005336093381634178,3
18,2,221.2,20,0.0005336093381634178,3
19,1,262.8,11,0.0011885911764245023,16
19,2,95.8,11,0.0011885911764245023,16
