,Iteration,LWT
0,1,64.57499999999999
1,2,63.593749999999986
2,3,76.03999999999999
3,4,76.03999999999999
4,5,76.51499999999999
5,6,76.51499999999999
6,7,78.96499999999999
7,8,81.07999999999998
8,9,84.16
9,10,84.16
10,11,85.405
11,12,86.13499999999999
12,13,86.13499999999999
13,14,87.53999999999999
14,15,87.53999999999999
15,16,87.53999999999999
16,17,87.53999999999999
17,18,87.53999999999999
18,19,87.53999999999999
19,20,87.53999999999999
20,21,87.53999999999999
21,22,87.53999999999999
22,23,87.53999999999999
23,24,87.53999999999999
24,25,87.53999999999999
25,26,87.53999999999999
26,27,87.53999999999999
27,28,87.53999999999999
28,29,87.53999999999999
29,30,87.53999999999999
30,31,87.53999999999999
31,32,89.395
32,33,89.395
33,34,90.61999999999999
34,35,90.61999999999999
35,36,90.61999999999999
36,37,90.61999999999999
37,38,90.61999999999999
38,39,90.61999999999999
39,40,90.61999999999999
40,41,90.61999999999999
41,42,90.61999999999999
42,43,90.61999999999999
43,44,90.61999999999999
44,45,90.61999999999999
45,46,90.61999999999999
46,47,93.38999999999999
47,48,93.38999999999999
48,49,93.38999999999999
49,50,93.38999999999999
50,51,93.38999999999999
51,52,93.38999999999999
52,53,93.38999999999999
53,54,97.345
54,55,97.345
55,56,97.345
56,57,97.345
57,58,97.345
58,59,97.345
59,60,97.345
60,61,97.345
61,62,97.345
62,63,97.345
63,64,97.345
64,65,97.345
65,66,97.345
66,67,102.505
67,68,102.505
68,69,102.505
69,70,102.505
70,71,102.505
71,72,102.505
72,73,102.505
73,74,102.505
74,75,102.505
75,76,102.505
76,77,102.505
77,78,102.505
78,79,102.505
79,80,102.505
80,81,102.505
81,82,102.505
82,83,102.505
83,84,102.505
84,85,102.505
85,86,102.505
86,87,102.505
87,88,102.505
88,89,102.505
89,90,102.505
90,91,102.505
91,92,102.505
92,93,102.505
93,94,102.505
94,95,102.505
95,96,102.505
96,97,102.505
97,98,102.505
98,99,102.505
99,100,102.505
