,Iteration,LWT,Hamming_distance
0,368,0.0,0.04650980392156861
1,1,0.0,0.04819607843137254
2,589,0.0,0.04739215686274507
3,134,0.0,0.04821568627450982
4,638,0.0,0.04605882352941177
5,238,0.0,0.04762745098039211
6,565,0.0,0.046137254901960766
7,7,0.0,0.04598039215686273
8,484,0.0,0.04831372549019603
9,99,0.0,0.0463921568627451
10,385,0.0,0.04862745098039209
11,11,0.0,0.04980392156862743
12,764,0.0,0.046823529411764674
13,323,0.0,0.04484313725490191
14,273,0.0,0.04701960784313723
15,672,0.0,0.046431372549019585
16,296,0.0,0.044882352941176436
17,57,0.0,0.047392156862745095
18,792,0.0,0.04813725490196075
19,539,0.0,0.046058823529411735
