,Iteration,LWT,Hamming_distance
0,535,114.6,0.10114705882352935
1,677,57.69999999999999,0.10085294117647052
2,111,94.80000000000001,0.10120588235294115
3,571,114.6,0.10264705882352942
4,130,94.80000000000001,0.10052941176470591
5,754,94.80000000000001,0.10073529411764715
6,529,183.39999999999998,0.10373529411764702
7,383,114.6,0.10311764705882354
8,8,114.6,0.10405882352941175
9,64,94.80000000000001,0.10344117647058824
10,282,94.80000000000001,0.10305882352941176
11,50,42.19999999999999,0.10017647058823526
12,273,114.6,0.10129411764705884
13,13,94.80000000000001,0.10055882352941184
14,92,114.6,0.10047058823529409
15,429,94.80000000000001,0.10158823529411773
16,16,114.6,0.1004705882352941
17,559,94.80000000000001,0.10005882352941171
18,86,139.5,0.1050588235294117
19,266,66.69999999999999,0.10020588235294117
