,Iteration,LWT
0,1,79.5
1,2,90.50625
2,3,87.96499999999999
3,4,88.955
4,5,93.51499999999999
5,6,95.53999999999999
6,7,103.245
7,8,103.245
8,9,103.245
9,10,103.245
10,11,105.01500000000001
11,12,105.01500000000001
12,13,106.375
13,14,106.375
14,15,106.375
15,16,108.925
16,17,111.095
17,18,111.095
18,19,114.97
19,20,114.97
20,21,114.97
21,22,114.97
22,23,114.97
23,24,114.97
24,25,114.97
25,26,115.07000000000001
26,27,115.07000000000001
27,28,115.07000000000001
28,29,115.07000000000001
29,30,115.07000000000001
30,31,115.425
31,32,117.97
32,33,117.97
33,34,123.29
34,35,123.29
35,36,123.965
36,37,124.51500000000001
37,38,124.51500000000001
38,39,124.51500000000001
39,40,124.51500000000001
40,41,129.725
41,42,129.725
42,43,129.725
43,44,129.725
44,45,129.725
45,46,129.725
46,47,129.725
47,48,129.725
48,49,129.725
49,50,131.02
50,51,131.02
51,52,131.02
52,53,131.02
53,54,132.595
54,55,132.96
55,56,132.96
56,57,132.96
57,58,132.96
58,59,132.96
59,60,132.96
60,61,132.96
61,62,132.96
62,63,138.98000000000002
63,64,139.555
64,65,139.555
65,66,139.555
66,67,139.555
67,68,139.555
68,69,139.555
69,70,139.56
70,71,139.56
71,72,139.56
72,73,139.56
73,74,139.56
74,75,139.56
75,76,139.56
76,77,141.12
77,78,141.12
78,79,141.12
79,80,141.12
80,81,141.12
81,82,141.12
82,83,141.12
83,84,141.95499999999998
84,85,141.95499999999998
85,86,142.755
86,87,142.825
87,88,142.825
88,89,142.825
89,90,143.93
90,91,143.93
91,92,143.93
92,93,143.93
93,94,143.93
94,95,143.93
95,96,143.93
96,97,143.93
97,98,143.93
98,99,143.93
99,100,143.93
