,Iteration,LWT,Hamming_distance
0,510,123.50000000000001,0.14820366856419986
1,608,162.10000000000002,0.15314990512333979
2,693,169.39999999999998,0.15308032890575596
3,30,118.50000000000001,0.1492283364958886
4,55,141.60000000000002,0.15295382669196717
5,39,87.50000000000001,0.15047438330170762
6,552,132.89999999999998,0.1507906388361795
7,682,153.8,0.15093611638203663
8,133,167.8,0.15244781783681208
9,667,130.2,0.15052498418722327
10,10,116.50000000000001,0.15000632511068934
11,269,189.59999999999997,0.15565464895635675
12,126,153.60000000000002,0.15117647058823533
13,271,173.0,0.15290955091714098
14,714,161.5,0.15342188488298517
15,436,172.8,0.1507463630613536
16,52,121.39999999999999,0.15146742567994928
17,614,113.50000000000001,0.15322580645161296
18,426,154.39999999999998,0.1477862112586971
19,688,135.0,0.15042378241619223
