,Iteration,LWT
0,1,33.56249999999999
1,2,46.24375
2,3,49.075
3,4,54.67
4,5,57.154999999999994
5,6,57.154999999999994
6,7,60.08999999999999
7,8,63.17
8,9,72.22999999999999
9,10,72.22999999999999
10,11,77.31500000000001
11,12,77.31500000000001
12,13,77.31500000000001
13,14,78.30499999999999
14,15,78.30499999999999
15,16,78.30499999999999
16,17,79.71
17,18,79.71
18,19,81.37
19,20,81.37
20,21,81.37
21,22,81.37
22,23,81.37
23,24,85.275
24,25,86.95
25,26,86.95
26,27,86.95
27,28,86.95
28,29,90.19499999999998
29,30,90.19499999999998
30,31,90.19499999999998
31,32,90.19499999999998
32,33,92.58999999999999
33,34,92.58999999999999
34,35,93.94999999999997
35,36,93.94999999999997
36,37,93.94999999999997
37,38,93.94999999999997
38,39,93.94999999999997
39,40,93.94999999999997
40,41,93.94999999999997
41,42,93.94999999999997
42,43,93.94999999999997
43,44,93.94999999999997
44,45,93.94999999999997
45,46,93.94999999999997
46,47,93.94999999999997
47,48,93.94999999999997
48,49,93.94999999999997
49,50,93.94999999999997
50,51,93.94999999999997
51,52,93.94999999999997
52,53,93.94999999999997
53,54,93.94999999999997
54,55,93.94999999999997
55,56,97.77
56,57,97.77
57,58,97.77
58,59,100.16499999999999
59,60,100.16499999999999
60,61,100.16499999999999
61,62,100.16499999999999
62,63,100.16499999999999
63,64,100.16499999999999
64,65,100.16499999999999
65,66,100.16499999999999
66,67,100.16499999999999
67,68,100.16499999999999
68,69,100.16499999999999
69,70,100.16499999999999
70,71,100.16499999999999
71,72,100.16499999999999
72,73,100.16499999999999
73,74,100.16499999999999
74,75,100.16499999999999
75,76,100.16499999999999
76,77,100.16499999999999
77,78,100.16499999999999
78,79,100.16499999999999
79,80,100.16499999999999
80,81,100.16499999999999
81,82,100.16499999999999
82,83,100.16499999999999
83,84,100.16499999999999
84,85,100.16499999999999
85,86,100.16499999999999
86,87,100.16499999999999
87,88,100.16499999999999
88,89,100.16499999999999
89,90,100.16499999999999
90,91,100.16499999999999
91,92,100.16499999999999
92,93,100.16499999999999
93,94,100.16499999999999
94,95,100.16499999999999
95,96,100.16499999999999
96,97,100.16499999999999
97,98,100.16499999999999
98,99,100.16499999999999
99,100,100.16499999999999
