,Iteration,LWT,Hamming_distance
0,29,0.0,0.04760784313725485
1,1,0.0,0.046529411764705854
2,323,0.0,0.047313725490196065
3,126,0.0,0.047235294117647
4,627,0.0,0.04552941176470584
5,204,0.0,0.04613725490196076
6,593,0.0,0.04933333333333327
7,726,0.0,0.04586274509803915
8,717,0.0,0.04803921568627446
9,588,0.0,0.047117647058823486
10,32,0.0,0.046176470588235256
11,493,0.0,0.04707843137254901
12,742,0.0,0.04966666666666662
13,690,0.0,0.047509803921568644
14,489,0.0,0.04598039215686273
15,418,0.0,0.04747058823529408
16,562,0.0,0.04719607843137249
17,17,0.0,0.048490196078431365
18,525,0.0,0.04590196078431373
19,382,0.0,0.04466666666666665
