,Iteration,LWT,Hamming_distance
0,500,33.19999999999999,0.10129411764705881
1,153,94.80000000000001,0.10058823529411763
2,24,59.19999999999999,0.1004411764705883
3,166,114.6,0.10241176470588227
4,189,114.6,0.10214705882352938
5,172,114.6,0.10291176470588238
6,72,114.6,0.09988235294117648
7,603,94.80000000000001,0.10061764705882355
8,577,94.80000000000001,0.10029411764705883
9,320,94.80000000000001,0.10161764705882351
10,36,100.0,0.1037647058823529
11,149,0.0,0.10067647058823537
12,625,122.5,0.10526470588235291
13,39,114.6,0.10049999999999998
14,330,94.80000000000001,0.10026470588235302
15,633,114.6,0.10338235294117656
16,154,183.39999999999998,0.10291176470588247
17,97,49.69999999999999,0.10052941176470605
18,113,79.69999999999999,0.10005882352941177
19,303,114.6,0.10314705882352944
