,Iteration,LWT,Hamming_distance
0,422,155.2,0.14993674889310563
1,35,152.39999999999998,0.14946236559139783
2,667,62.89999999999999,0.14848829854522447
3,100,163.39999999999998,0.15427577482605948
4,29,154.2,0.1505755850727388
5,76,151.8,0.15089184060721067
6,6,210.7,0.15386464263124602
7,222,163.3,0.1512586970271979
8,110,157.8,0.15444655281467407
9,9,88.00000000000001,0.15119544592030357
10,584,162.2,0.1543200506008853
11,32,136.0,0.1528020240354206
12,376,158.0,0.15252371916508534
13,366,135.0,0.15026565464895628
14,28,194.2,0.1473181530676787
15,440,169.39999999999998,0.15153067678684395
16,167,164.0,0.15333965844402275
17,140,167.0,0.15096774193548393
18,540,165.2,0.15184060721062617
19,72,87.8,0.15012017710309927
