,Iteration,LWT,Hamming_distance
0,592,0.0,0.04681846932321309
1,233,0.0,0.04750158127767233
2,185,0.0,0.046679316888045545
3,630,0.0,0.04667931688804551
4,579,0.0,0.0454648956356736
5,258,0.0,0.04783048703352305
6,658,0.0,0.047501581277672365
7,507,0.0,0.046578115117014526
8,94,0.0,0.04839974699557234
9,133,0.0,0.046616065781151135
10,80,0.0,0.04757748260594564
11,351,0.0,0.04757748260594562
12,407,0.0,0.046767868437697646
13,104,0.0,0.048766603415559745
14,126,0.0,0.04761543327008217
15,378,0.0,0.04700822264389626
16,283,0.0,0.04707147375079058
17,62,0.0,0.04704617330803286
18,197,0.0,0.04745098039215688
19,118,0.0,0.047514231499051186
