,Iteration,LWT,Hamming_distance
0,516,94.80000000000001,0.10079411764705884
1,210,114.6,0.10167647058823534
2,105,94.80000000000001,0.10194117647058824
3,479,114.6,0.10067647058823523
4,4,187.60000000000002,0.10488235294117654
5,264,114.6,0.10002941176470585
6,470,114.6,0.10111764705882356
7,198,66.69999999999999,0.10070588235294115
8,191,94.80000000000001,0.10285294117647059
9,50,57.69999999999999,0.09982352941176476
10,291,94.80000000000001,0.10123529411764709
11,91,114.6,0.1004411764705883
12,629,114.6,0.10011764705882359
13,160,186.2,0.10135294117647066
14,119,66.69999999999999,0.10267647058823533
15,131,94.80000000000001,0.10008823529411767
16,421,114.6,0.10152941176470591
17,95,66.69999999999999,0.10029411764705885
18,18,94.80000000000001,0.10223529411764705
19,23,94.80000000000001,0.1006764705882354
