,Iteration,LWT,Hamming_distance
0,609,0.0,0.04941176470588234
1,217,0.0,0.04738772928526247
2,278,0.0,0.0474636306135357
3,420,21.5,0.04780518659076531
4,550,0.0,0.04762808349146107
5,589,0.0,0.04693232131562301
6,626,0.0,0.04755218216318782
7,473,0.0,0.047615433270082205
8,663,0.0,0.04800759013282726
9,648,0.0,0.04723592662871603
10,175,0.0,0.04691967109424414
11,531,0.0,0.04518659076533833
12,681,0.0,0.04812144212523713
13,515,0.0,0.04685641998734979
14,580,0.0,0.048007590132827294
15,238,0.0,0.04589500316255528
16,370,0.0,0.046438962681846885
17,524,0.0,0.04912080961416824
18,242,0.0,0.04826059456040478
19,36,0.0,0.046059456040480694
