,Iteration,LWT,Hamming_distance
0,364,177.59999999999997,0.15288425047438317
1,451,160.3,0.15377609108159399
2,2,96.8,0.15234661606578132
3,58,147.8,0.15070208728652748
4,202,164.7,0.1524857685009488
5,97,139.0,0.15034788108791902
6,6,87.8,0.15094244149272612
7,227,143.60000000000002,0.14869070208728666
8,8,121.2,0.15692599620493355
9,212,171.39999999999998,0.15125869702719807
10,117,145.3,0.1492220113851991
11,501,87.39999999999999,0.15134092346616074
12,270,162.2,0.15203036053130933
13,43,152.39999999999998,0.14851992409867168
14,660,122.39999999999999,0.15029095509171406
15,15,134.3,0.15382669196710952
16,533,131.39999999999998,0.15050600885515497
17,336,170.0,0.1536875395319418
18,62,172.59999999999997,0.154111321948134
19,64,163.39999999999998,0.15249209361163804
