,Iteration,LWT,Hamming_distance
0,475,165.0,0.10201138519924112
1,157,136.60000000000002,0.10252371916508535
2,2,156.5,0.10426944971536996
3,521,155.60000000000002,0.1021062618595826
4,275,102.50000000000001,0.10077798861480078
5,602,124.8,0.10043643263757117
6,170,187.3,0.1018406072106263
7,7,160.3,0.10184060721062627
8,493,164.0,0.10047438330170778
9,184,139.60000000000002,0.10136622390891836
10,120,45.500000000000014,0.10322580645161294
11,456,155.0,0.10277039848197352
12,306,160.10000000000002,0.10068311195445923
13,149,132.0,0.10096774193548386
14,35,133.0,0.10379506641366225
15,141,134.0,0.10417457305502843
16,690,151.8,0.10341555977229601
17,17,169.39999999999998,0.1009867172675523
18,58,149.10000000000002,0.10519924098671737
19,718,110.3,0.10125237191650864
