individual,member,LWT,Seed,Dist to member,# of different params w.r.t other member
0,1,105.3,0,0.0012897964925236993,7
0,2,186.5,0,0.0012897964925236993,7
1,1,182.7,0,0.0012182137663364718,7
1,2,285.8,0,0.0012182137663364718,7
2,1,182.5,6,0.000902680007750937,8
2,2,153.0,6,0.000902680007750937,8
3,1,226.0,6,0.0010551952230064149,9
3,2,112.4,6,0.0010551952230064149,9
4,1,152.8,9,0.0008090391581852683,4
4,2,226.9,9,0.0008090391581852683,4
5,1,260.8,4,0.0014536254384451726,7
5,2,186.5,4,0.0014536254384451726,7
6,1,85.8,0,0.0007107521422315396,4
6,2,239.8,0,0.0007107521422315396,4
7,1,258.0,2,0.0033094487908162315,27
7,2,95.8,2,0.0033094487908162315,27
8,1,279.4,9,0.002052730620689684,16
8,2,94.9,9,0.002052730620689684,16
9,1,246.0,4,0.0008015455930158186,5
9,2,90.5,4,0.0008015455930158186,5
10,1,85.8,0,0.0003346558564774884,3
10,2,285.8,0,0.0003346558564774884,3
11,1,266.0,15,0.001330129442493357,12
11,2,86.0,15,0.001330129442493357,12
12,1,100.3,6,0.0007709445642795667,7
12,2,285.9,6,0.0007709445642795667,7
13,1,95.9,4,0.0005172949342889704,5
13,2,246.0,4,0.0005172949342889704,5
14,1,91.6,2,0.02197927964355899,165
14,2,256.4,2,0.02197927964355899,165
15,1,206.3,15,0.0018259901854077761,11
15,2,167.7,15,0.0018259901854077761,11
16,1,105.9,18,0.00045251448497142787,5
16,2,285.8,18,0.00045251448497142787,5
17,1,100.3,15,0.0008193340362494568,8
17,2,214.8,15,0.0008193340362494568,8
18,1,83.3,9,0.0009424535459580161,7
18,2,226.9,9,0.0009424535459580161,7
19,1,286.5,3,0.00033069176121186306,4
19,2,155.2,3,0.00033069176121186306,4
