,Iteration,LWT,Hamming_distance
0,0,0.0,0.04486274509803915
1,99,0.0,0.0460196078431372
2,290,0.0,0.04645098039215684
3,3,0.0,0.04749019607843134
4,146,0.0,0.04607843137254899
5,84,0.0,0.04684313725490188
6,569,0.0,0.047529411764705806
7,347,0.0,0.04629411764705875
8,714,0.0,0.046313725490196064
9,246,0.0,0.04694117647058819
10,161,0.0,0.04678431372549012
11,11,0.0,0.04850980392156858
12,547,0.0,0.046627450980392136
13,13,0.0,0.04696078431372545
14,686,0.0,0.04662745098039215
15,35,0.0,0.04715686274509803
16,398,0.0,0.04476470588235291
17,247,0.0,0.04549019607843137
18,747,0.0,0.0485098039215686
19,583,0.0,0.047960784313725434
