individual,member,LWT,Seed,Dist to member,# of different params w.r.t other member
0,1,96.5,12,0.0006765450701182586,5
0,2,145.0,12,0.0006765450701182586,5
1,1,174.1,5,0.000670073193605179,5
1,2,134.2,5,0.000670073193605179,5
2,1,162.5,11,0.00021091241476503889,3
2,2,168.5,11,0.00021091241476503889,3
3,1,83.4,19,0.0006335752984185238,5
3,2,100.3,19,0.0006335752984185238,5
4,1,96.8,8,0.0006794413908408625,5
4,2,197.8,8,0.0006794413908408625,5
5,1,150.4,2,0.0008953885114691109,7
5,2,119.3,2,0.0008953885114691109,7
6,1,183.3,13,0.0007997319361226922,6
6,2,131.8,13,0.0007997319361226922,6
7,1,162.5,11,0.00048303255911170804,8
7,2,195.5,11,0.00048303255911170804,8
8,1,83.4,19,0.0008992299473748805,6
8,2,100.3,19,0.0008992299473748805,6
9,1,132.8,12,0.0009641387281614049,8
9,2,145.0,12,0.0009641387281614049,8
10,1,82.7,8,0.0013947539088099271,9
10,2,197.8,8,0.0013947539088099271,9
11,1,96.5,12,0.0006815365261493803,6
11,2,145.0,12,0.0006815365261493803,6
12,1,96.8,8,0.0009821505106918905,8
12,2,234.5,8,0.0009821505106918905,8
13,1,83.4,19,0.0008405789209819186,6
13,2,178.1,19,0.0008405789209819186,6
14,1,103.2,8,0.0015945362274419337,11
14,2,234.5,8,0.0015945362274419337,11
15,1,132.8,12,0.0013458872706597889,11
15,2,92.5,12,0.0013458872706597889,11
16,1,132.8,12,0.001427021828615663,11
16,2,97.7,12,0.001427021828615663,11
17,1,96.5,12,0.0007904977424651171,9
17,2,116.1,12,0.0007904977424651171,9
18,1,183.4,10,0.0033842674552599984,23
18,2,91.5,10,0.0033842674552599984,23
19,1,293.8,10,0.027434023621923844,204
19,2,115.1,10,0.027434023621923844,204
