individual,member,LWT,Seed,Dist to member,# of different params w.r.t other member
0,1,192.0,7,0.00022023181242902806,3
0,2,219.5,7,0.00022023181242902806,3
1,1,174.6,13,0.0003242155778886093,5
1,2,152.7,13,0.0003242155778886093,5
2,1,161.5,2,0.0016746880570409981,6
2,2,159.3,2,0.0016746880570409981,6
3,1,236.0,8,0.0010100482067135893,6
3,2,210.9,8,0.0010100482067135893,6
4,1,227.6,14,0.0006793228048937068,4
4,2,217.5,14,0.0006793228048937068,4
5,1,184.1,5,0.0011867280631106085,8
5,2,198.4,5,0.0011867280631106085,8
6,1,227.6,14,0.0009497289518749927,6
6,2,185.4,14,0.0009497289518749927,6
7,1,227.6,14,0.0010544797560150007,7
7,2,213.0,14,0.0010544797560150007,7
8,1,192.0,7,0.0003744441053911147,6
8,2,219.5,7,0.0003744441053911147,6
9,1,192.0,7,0.0003378788712525575,4
9,2,219.5,7,0.0003378788712525575,4
10,1,192.2,16,0.0013317950872839995,6
10,2,187.2,16,0.0013317950872839995,6
11,1,169.1,20,0.0005324615771982744,4
11,2,184.8,20,0.0005324615771982744,4
12,1,192.0,7,0.0014428973051930185,10
12,2,219.5,7,0.0014428973051930185,10
13,1,192.0,7,0.0007438816159170531,10
13,2,178.5,7,0.0007438816159170531,10
14,1,175.7,20,0.0014028795632548454,11
14,2,155.7,20,0.0014028795632548454,11
15,1,169.1,20,0.0025807916839667242,18
15,2,196.7,20,0.0025807916839667242,18
16,1,218.9,20,0.0021433120063230667,12
16,2,187.3,20,0.0021433120063230667,12
17,1,260.2,20,0.004216399953977681,23
17,2,169.1,20,0.004216399953977681,23
18,1,153.7,16,0.01188984907680225,69
18,2,396.5,16,0.01188984907680225,69
19,1,504.3,16,0.049545159402310135,251
19,2,216.1,16,0.049545159402310135,251
