,Iteration,LWT,Hamming_distance
0,516,0.0,0.04631246046805825
1,399,0.0,0.046793168880455364
2,613,0.0,0.0472738772928526
3,587,0.0,0.04791903858317515
4,592,0.0,0.046793168880455455
5,310,0.0,0.0474256799493991
6,162,0.0,0.04800759013282729
7,671,0.0,0.04659076533839338
8,388,0.0,0.047337128399747005
9,700,0.0,0.04770398481973432
10,537,0.0,0.047539531941809
11,370,0.0,0.04737507906388363
12,12,21.5,0.04826059456040476
13,598,0.0,0.04798228969006958
14,758,0.0,0.046742567994939914
15,522,0.0,0.047109424414927235
16,218,0.0,0.04772928526249207
17,101,0.0,0.047678684376976525
18,513,0.0,0.0488298545224541
19,489,0.0,0.048045540796963916
