,Iteration,LWT,Hamming_distance
0,0,132.10000000000002,0.15288425047438342
1,749,161.5,0.15419354838709665
2,258,163.39999999999998,0.1528462998102466
3,526,205.2,0.15322580645161277
4,240,178.3,0.15312460468058192
5,428,157.8,0.15382036685641995
6,632,141.2,0.14934218848829836
7,101,122.3,0.15084123972169505
8,261,114.2,0.1508855154965212
9,88,153.8,0.15192283364958858
10,286,175.8,0.15280202403542065
11,11,132.89999999999998,0.15397216951296622
12,221,158.8,0.15232764073371285
13,641,169.39999999999998,0.15280202403542062
14,482,155.60000000000002,0.1521631878557875
15,15,195.2,0.1550094876660341
16,674,147.8,0.15487033523086646
17,251,156.89999999999998,0.15250474383301696
18,42,176.89999999999998,0.15037318153067653
19,321,127.8,0.15239721695129682
