,Iteration,LWT
0,1,68.31249999999999
1,2,52.08124999999999
2,3,55.364999999999995
3,4,55.39
4,5,55.39
5,6,64.475
6,7,64.475
7,8,64.475
8,9,64.92499999999998
9,10,64.92499999999998
10,11,66.89999999999999
11,12,68.19999999999999
12,13,74.04999999999998
13,14,74.04999999999998
14,15,74.04999999999998
15,16,74.04999999999998
16,17,74.04999999999998
17,18,74.04999999999998
18,19,74.04999999999998
19,20,75.03999999999999
20,21,76.225
21,22,76.225
22,23,78.08
23,24,78.08
24,25,78.08
25,26,78.08
26,27,78.08
27,28,78.08
28,29,78.08
29,30,78.85499999999999
30,31,81.25
31,32,82.1
32,33,82.1
33,34,82.1
34,35,82.1
35,36,82.1
36,37,82.1
37,38,82.1
38,39,83.325
39,40,83.325
40,41,87.83
41,42,87.83
42,43,87.83
43,44,91.16499999999999
44,45,94.245
45,46,94.245
46,47,94.245
47,48,94.245
48,49,94.245
49,50,94.245
50,51,94.245
51,52,94.245
52,53,94.245
53,54,95.23499999999999
54,55,95.23499999999999
55,56,95.23499999999999
56,57,95.23499999999999
57,58,95.23499999999999
58,59,95.23499999999999
59,60,95.23499999999999
60,61,95.23499999999999
61,62,95.23499999999999
62,63,95.23499999999999
63,64,95.23499999999999
64,65,97.63
65,66,97.63
66,67,99.48499999999999
67,68,99.48499999999999
68,69,99.48499999999999
69,70,99.48499999999999
70,71,99.48499999999999
71,72,99.48499999999999
72,73,99.48499999999999
73,74,99.48499999999999
74,75,99.48499999999999
75,76,99.48499999999999
76,77,99.48499999999999
77,78,99.48499999999999
78,79,99.48499999999999
79,80,99.48499999999999
80,81,99.48499999999999
81,82,99.48499999999999
82,83,99.48499999999999
83,84,99.48499999999999
84,85,99.48499999999999
85,86,99.48499999999999
86,87,99.48499999999999
87,88,99.48499999999999
88,89,99.48499999999999
89,90,99.48499999999999
90,91,99.48499999999999
91,92,99.48499999999999
92,93,99.48499999999999
93,94,99.48499999999999
94,95,99.48499999999999
95,96,99.48499999999999
96,97,99.48499999999999
97,98,99.48499999999999
98,99,99.48499999999999
99,100,99.48499999999999
