,Iteration,LWT
0,1,116.35
1,2,142.6
2,3,108.61666666666667
3,4,110.2
4,5,116.85999999999999
5,6,125.08333333333333
6,7,125.65
7,8,125.65
8,9,125.65
9,10,125.65
10,11,125.65
11,12,157.46666666666667
12,13,162.025
13,14,162.025
14,15,162.025
15,16,162.025
16,17,162.025
17,18,162.025
18,19,162.025
19,20,162.025
20,21,156.62
21,22,156.62
22,23,156.62
23,24,156.62
24,25,156.62
25,26,148.81666666666666
26,27,148.81666666666666
27,28,158.79999999999998
28,29,158.79999999999998
29,30,165.60000000000002
30,31,165.60000000000002
31,32,166.7875
32,33,166.7875
33,34,166.7875
34,35,166.7875
35,36,166.7875
36,37,166.7875
37,38,166.7875
38,39,166.7875
39,40,166.7875
40,41,166.7875
41,42,169.04444444444442
42,43,169.04444444444442
43,44,169.04444444444442
44,45,169.04444444444442
45,46,169.04444444444442
46,47,169.04444444444442
47,48,169.04444444444442
48,49,169.04444444444442
49,50,165.85
50,51,165.85
51,52,165.85
52,53,165.85
53,54,165.85
54,55,165.85
55,56,165.85
56,57,161.3090909090909
57,58,146.5625
58,59,146.5625
59,60,146.5625
60,61,146.5625
61,62,146.5625
62,63,146.5625
63,64,146.5625
64,65,146.5625
65,66,146.5625
66,67,146.5625
67,68,146.5625
68,69,146.5625
69,70,146.5625
70,71,146.5625
71,72,146.5625
72,73,146.5625
73,74,146.5625
74,75,146.5625
75,76,146.5625
76,77,146.5625
77,78,146.5625
78,79,146.5625
79,80,146.5625
80,81,146.5625
81,82,146.5625
82,83,146.5625
83,84,146.5625
84,85,146.5625
85,86,146.5625
86,87,146.5625
87,88,146.5625
88,89,146.5625
89,90,146.5625
90,91,146.5625
91,92,146.5625
92,93,146.5625
93,94,146.5625
94,95,146.5625
95,96,147.44444444444446
96,97,147.44444444444446
97,98,148.36666666666667
98,99,148.36666666666667
99,100,148.36666666666667
