,Iteration,LWT
0,1,0.0
1,2,0.0
2,3,0.0
3,4,0.0
4,5,0.0
5,6,0.0
6,7,0.0
7,8,12.850000000000001
8,9,12.850000000000001
9,10,19.46666666666667
10,11,19.46666666666667
11,12,19.46666666666667
12,13,19.46666666666667
13,14,19.46666666666667
14,15,19.46666666666667
15,16,19.46666666666667
16,17,19.46666666666667
17,18,19.46666666666667
18,19,19.46666666666667
19,20,19.46666666666667
20,21,19.46666666666667
21,22,19.46666666666667
22,23,19.46666666666667
23,24,19.46666666666667
24,25,19.46666666666667
25,26,19.46666666666667
26,27,19.46666666666667
27,28,16.35
28,29,16.35
29,30,16.35
30,31,16.35
31,32,16.35
32,33,19.46666666666667
33,34,19.46666666666667
34,35,19.46666666666667
35,36,19.46666666666667
36,37,19.46666666666667
37,38,19.46666666666667
38,39,19.46666666666667
39,40,19.46666666666667
40,41,19.46666666666667
41,42,19.46666666666667
42,43,19.46666666666667
43,44,19.46666666666667
44,45,19.46666666666667
45,46,19.46666666666667
46,47,19.46666666666667
47,48,19.46666666666667
48,49,19.46666666666667
49,50,19.46666666666667
50,51,23.949999999999996
51,52,23.949999999999996
52,53,23.949999999999996
53,54,23.949999999999996
54,55,23.949999999999996
55,56,23.949999999999996
56,57,23.949999999999996
57,58,23.949999999999996
58,59,23.949999999999996
59,60,23.949999999999996
60,61,23.949999999999996
61,62,23.949999999999996
62,63,23.949999999999996
63,64,23.949999999999996
64,65,23.949999999999996
65,66,23.949999999999996
66,67,23.949999999999996
67,68,23.949999999999996
68,69,23.949999999999996
69,70,23.949999999999996
70,71,23.949999999999996
71,72,23.949999999999996
72,73,23.949999999999996
73,74,23.949999999999996
74,75,23.949999999999996
75,76,23.949999999999996
76,77,23.949999999999996
77,78,23.949999999999996
78,79,23.949999999999996
79,80,23.949999999999996
80,81,23.949999999999996
81,82,23.949999999999996
82,83,23.949999999999996
83,84,23.949999999999996
84,85,23.949999999999996
85,86,23.949999999999996
86,87,23.949999999999996
87,88,23.949999999999996
88,89,23.949999999999996
89,90,23.949999999999996
90,91,23.949999999999996
91,92,23.949999999999996
92,93,23.949999999999996
93,94,23.949999999999996
94,95,23.949999999999996
95,96,23.949999999999996
96,97,23.949999999999996
97,98,23.949999999999996
98,99,23.949999999999996
99,100,23.949999999999996
