,Iteration,LWT
0,1,171.39999999999998
1,2,171.39999999999998
2,3,171.39999999999998
3,4,171.39999999999998
4,5,171.39999999999998
5,6,171.39999999999998
6,7,171.39999999999998
7,8,181.75
8,9,102.925
9,10,102.925
10,11,102.925
11,12,102.925
12,13,102.925
13,14,102.925
14,15,120.5
15,16,120.5
16,17,120.5
17,18,120.5
18,19,133.8
19,20,133.8
20,21,133.8
21,22,133.8
22,23,133.8
23,24,156.72
24,25,156.72
25,26,156.72
26,27,156.72
27,28,156.72
28,29,156.72
29,30,156.72
30,31,157.48000000000002
31,32,157.48000000000002
32,33,157.48000000000002
33,34,157.48000000000002
34,35,150.275
35,36,150.275
36,37,151.9
37,38,151.9
38,39,151.9
39,40,148.54000000000002
40,41,148.54000000000002
41,42,148.54000000000002
42,43,148.54000000000002
43,44,148.54000000000002
44,45,148.54000000000002
45,46,152.45000000000002
46,47,152.45000000000002
47,48,152.45000000000002
48,49,152.45000000000002
49,50,152.45000000000002
50,51,152.45000000000002
51,52,149.92857142857142
52,53,149.92857142857142
53,54,149.92857142857142
54,55,149.92857142857142
55,56,149.92857142857142
56,57,156.77499999999998
57,58,156.77499999999998
58,59,156.77499999999998
59,60,156.77499999999998
60,61,156.77499999999998
61,62,156.77499999999998
62,63,156.77499999999998
63,64,156.77499999999998
64,65,156.77499999999998
65,66,156.77499999999998
66,67,156.77499999999998
67,68,156.77499999999998
68,69,156.77499999999998
69,70,156.77499999999998
70,71,150.01666666666668
71,72,150.01666666666668
72,73,150.01666666666668
73,74,150.01666666666668
74,75,150.01666666666668
75,76,150.01666666666668
76,77,150.01666666666668
77,78,150.01666666666668
78,79,150.01666666666668
79,80,150.01666666666668
80,81,150.01666666666668
81,82,150.01666666666668
82,83,150.01666666666668
83,84,150.01666666666668
84,85,150.01666666666668
85,86,150.01666666666668
86,87,150.01666666666668
87,88,150.01666666666668
88,89,150.01666666666668
89,90,150.01666666666668
90,91,150.01666666666668
91,92,150.01666666666668
92,93,150.01666666666668
93,94,150.01666666666668
94,95,150.01666666666668
95,96,150.01666666666668
96,97,150.01666666666668
97,98,150.01666666666668
98,99,150.01666666666668
99,100,150.01666666666668
