,Iteration,LWT
0,1,68.26249999999999
1,2,82.90625
2,3,90.03999999999999
3,4,90.54499999999999
4,5,95.96
5,6,95.96
6,7,101.06499999999998
7,8,101.06499999999998
8,9,105.75
9,10,107.6
10,11,107.6
11,12,110.025
12,13,115.7
13,14,115.7
14,15,115.7
15,16,115.7
16,17,115.7
17,18,115.7
18,19,117.53
19,20,117.53
20,21,117.53
21,22,118.10999999999999
22,23,118.10999999999999
23,24,122.63
24,25,124.17999999999999
25,26,124.17999999999999
26,27,126.02000000000001
27,28,126.13500000000002
28,29,126.255
29,30,126.255
30,31,126.255
31,32,126.255
32,33,126.255
33,34,126.255
34,35,126.255
35,36,126.255
36,37,129.395
37,38,129.395
38,39,129.395
39,40,129.395
40,41,129.395
41,42,129.78
42,43,129.78
43,44,129.78
44,45,129.78
45,46,129.78
46,47,131.45
47,48,131.45
48,49,131.45
49,50,131.45
50,51,131.45
51,52,131.45
52,53,131.45
53,54,131.45
54,55,131.45
55,56,131.45
56,57,131.45
57,58,131.45
58,59,131.45
59,60,131.45
60,61,131.45
61,62,131.45
62,63,131.45
63,64,131.45
64,65,131.45
65,66,131.45
66,67,131.45
67,68,131.45
68,69,131.9
69,70,131.9
70,71,137.22
71,72,137.22
72,73,137.565
73,74,137.565
74,75,137.565
75,76,137.565
76,77,137.565
77,78,137.565
78,79,137.565
79,80,144.035
80,81,144.035
81,82,144.035
82,83,144.45
83,84,144.45
84,85,144.45
85,86,144.45
86,87,144.45
87,88,144.45
88,89,144.45
89,90,144.45
90,91,144.45
91,92,144.45
92,93,144.45
93,94,144.45
94,95,144.45
95,96,144.45
96,97,144.45
97,98,144.45
98,99,144.45
99,100,144.45
