individual,member,LWT,Seed,Dist to member,# of different params w.r.t other member
0,1,182.7,16,0.0004253053774926881,7
0,2,194.3,16,0.0004253053774926881,7
1,1,172.8,2,0.0003714409021886613,7
1,2,136.3,2,0.0003714409021886613,7
2,1,197.8,4,0.0007571230523661168,5
2,2,103.2,4,0.0007571230523661168,5
3,1,132.8,4,0.0007877269171569319,11
3,2,200.7,4,0.0007877269171569319,11
4,1,252.4,20,0.0013358582727108945,9
4,2,112.6,20,0.0013358582727108945,9
5,1,191.1,2,0.0008602547585273248,6
5,2,85.8,2,0.0008602547585273248,6
6,1,285.9,4,5.8384437264026964e-05,5
6,2,103.2,4,5.8384437264026964e-05,5
7,1,251.1,18,0.0005554597205451095,3
7,2,80.5,18,0.0005554597205451095,3
8,1,282.3,2,0.0006804354279652422,9
8,2,85.8,2,0.0006804354279652422,9
9,1,154.8,2,0.0005146340060951068,4
9,2,85.8,2,0.0005146340060951068,4
10,1,226.0,19,0.00025101918938328645,3
10,2,88.7,19,0.00025101918938328645,3
11,1,164.4,8,0.0007034237772403927,6
11,2,230.7,8,0.0007034237772403927,6
12,1,251.1,18,0.0006232924735862286,5
12,2,74.4,18,0.0006232924735862286,5
13,1,221.5,18,0.0006345693355429033,6
13,2,164.4,18,0.0006345693355429033,6
14,1,252.4,16,4.027197479655031e-05,2
14,2,91.3,16,4.027197479655031e-05,2
15,1,80.0,20,0.01976230104988613,163
15,2,251.7,20,0.01976230104988613,163
16,1,192.7,8,0.0003832133646802444,4
16,2,105.4,8,0.0003832133646802444,4
17,1,85.8,2,0.0003923248989779639,6
17,2,282.3,2,0.0003923248989779639,6
18,1,278.9,10,0.0027648376879887628,22
18,2,85.8,10,0.0027648376879887628,22
19,1,251.1,10,0.00017749731088851392,6
19,2,93.0,10,0.00017749731088851392,6
