individual,member,LWT,Seed,Dist to member,# of different params w.r.t other member
0,1,172.1,10,0.0006606954372870841,5
0,2,194.6,10,0.0006606954372870841,5
1,1,278.0,18,0.0008834534749353437,4
1,2,278.0,18,0.0008834534749353437,4
2,1,167.6,19,0.0015772224528896516,8
2,2,278.0,19,0.0015772224528896516,8
3,1,168.3,4,0.0005267613125699297,3
3,2,168.3,4,0.0005267613125699297,3
4,1,157.2,1,0.0001776720042553972,4
4,2,156.2,1,0.0001776720042553972,4
5,1,162.8,15,0.0009915058803519707,4
5,2,214.0,15,0.0009915058803519707,4
6,1,168.3,4,0.0013636597082918548,8
6,2,242.5,4,0.0013636597082918548,8
7,1,228.7,16,0.001878051688402208,10
7,2,154.2,16,0.001878051688402208,10
8,1,168.3,4,0.0010641944676501437,5
8,2,168.3,4,0.0010641944676501437,5
9,1,157.2,1,0.00018152387241145287,5
9,2,156.2,1,0.00018152387241145287,5
10,1,167.6,19,0.0015794235204073977,9
10,2,191.4,19,0.0015794235204073977,9
11,1,201.8,1,0.0007006473139472644,8
11,2,156.2,1,0.0007006473139472644,8
12,1,156.4,4,0.0016862978544594127,10
12,2,242.5,4,0.0016862978544594127,10
13,1,254.9,17,0.002914694460146504,17
13,2,173.5,17,0.002914694460146504,17
14,1,154.0,17,0.0027045883920368045,14
14,2,211.7,17,0.0027045883920368045,14
15,1,168.3,4,0.003166690011322158,15
15,2,148.7,4,0.003166690011322158,15
16,1,148.8,17,0.005557886408241329,33
16,2,256.7,17,0.005557886408241329,33
17,1,200.9,17,0.005410815912384172,34
17,2,256.1,17,0.005410815912384172,34
18,1,293.9,17,0.008840716080632438,53
18,2,158.2,17,0.008840716080632438,53
19,1,473.5,16,0.04490242934489894,238
19,2,187.2,16,0.04490242934489894,238
