,Unnamed: 0,Installation,Mutation,Exec,Hamming_dist,Num_changes,LWT_diff
0,836,CiuComs_Febrero_miercoles_oest,1_mass,36,0.047628083491461,510,21.5
1,946,CiuComs_Febrero_miercoles_oest,1_mass,146,0.049146110056926,504,25.700000000000003
2,1217,CiuComs_Febrero_miercoles_oest,1_mass,417,0.0459582542694497,507,0.0
