individual,member,LWT,Seed,Dist to member,# of different params w.r.t other member
0,1,167.6,19,0.0015772224528896516,8
0,2,278.0,19,0.0015772224528896516,8
1,1,232.2,17,0.000696969696969697,4
1,2,194.0,17,0.000696969696969697,4
2,1,194.1,19,0.0012860962566844918,6
2,2,278.0,19,0.0012860962566844918,6
3,1,274.5,17,0.0015050532841761584,10
3,2,154.0,17,0.0015050532841761584,10
4,1,249.4,4,0.0014533907278363339,7
4,2,168.3,4,0.0014533907278363339,7
5,1,278.0,18,0.0008852476784573851,4
5,2,124.8,18,0.0008852476784573851,4
6,1,278.0,19,0.002392156862745098,8
6,2,164.6,19,0.002392156862745098,8
7,1,178.0,19,0.0009268195074611186,5
7,2,427.1,19,0.0009268195074611186,5
8,1,281.9,4,0.0019501241435429517,9
8,2,168.3,4,0.0019501241435429517,9
9,1,314.6,17,0.0005604743300500743,2
9,2,154.0,17,0.0005604743300500743,2
10,1,346.3,15,0.0001493607733083879,3
10,2,162.8,15,0.0001493607733083879,3
11,1,263.8,4,0.0029060335929592517,12
11,2,193.2,4,0.0029060335929592517,12
12,1,457.3,15,0.029951746597099572,173
12,2,168.1,15,0.029951746597099572,173
13,1,271.3,1,0.001259901052010225,9
13,2,157.2,1,0.001259901052010225,9
14,1,157.1,16,0.0009680695137141513,5
14,2,287.4,16,0.0009680695137141513,5
15,1,300.8,10,0.00161548100828902,8
15,2,154.4,10,0.00161548100828902,8
16,1,172.1,10,0.0012721344852253344,7
16,2,257.3,10,0.0012721344852253344,7
17,1,170.1,10,0.000777482078808222,4
17,2,265.2,10,0.000777482078808222,4
18,1,269.6,1,0.0009272805644070708,7
18,2,157.8,1,0.0009272805644070708,7
19,1,153.6,4,0.0015438854511104552,9
19,2,307.8,4,0.0015438854511104552,9
