,Iteration,LWT,Hamming_distance
0,690,0.0,0.04676786843769764
1,96,0.0,0.04704617330803289
2,780,0.0,0.048741302972802006
3,778,0.0,0.04721062618595823
4,4,25.700000000000003,0.05223276407337124
5,499,0.0,0.04736242884250475
6,743,0.0,0.0509044908285895
7,713,0.0,0.04732447817836812
8,430,0.0,0.04836179633143574
9,82,0.0,0.04605945604048067
10,544,0.0,0.04987982289690062
11,788,0.0,0.046021505376344134
12,116,25.700000000000003,0.04688172043010749
13,651,0.0,0.047438330170777976
14,659,0.0,0.046261859582542704
15,119,0.0,0.04751423149905123
16,95,21.5,0.047805186590765325
17,750,0.0,0.04755218216318783
18,636,0.0,0.0466793168880455
19,183,0.0,0.04767868437697656
