,Iteration,LWT,Hamming_distance
0,480,144.0,0.15118912080961402
1,224,160.2,0.15172043010752687
2,109,162.10000000000002,0.15185325743200503
3,349,158.3,0.15173940543959513
4,243,155.0,0.15419987349778613
5,168,142.8,0.15201771030993058
6,6,145.3,0.1590069576217585
7,665,123.2,0.1512080961416825
8,77,147.2,0.15135357368753957
9,484,87.50000000000001,0.15080961416824795
10,10,134.10000000000002,0.15516129032258072
11,92,152.10000000000002,0.15493358633776066
12,336,187.8,0.14882352941176477
13,101,177.3,0.1540480708412396
14,153,178.8,0.15223276407337138
15,536,163.60000000000002,0.15207463630613538
16,86,137.60000000000002,0.14913978494623653
17,498,115.2,0.1500379506641366
18,360,153.8,0.15024667931688812
19,552,135.0,0.1497975964579379
