individual,member,LWT,Seed,Dist to member,# of different params w.r.t other member
0,1,129.5,0,0.0005297218163709973,5
0,2,74.7,0,0.0005297218163709973,5
1,1,132.8,6,0.00048031065574473695,5
1,2,132.8,6,0.00048031065574473695,5
2,1,188.0,19,0.00040796928496187034,6
2,2,197.0,19,0.00040796928496187034,6
3,1,137.3,7,0.0004993930488728066,6
3,2,162.3,7,0.0004993930488728066,6
4,1,112.4,16,0.0009867172675521823,3
4,2,112.4,16,0.0009867172675521823,3
5,1,170.1,5,0.0005284278664765659,5
5,2,234.5,5,0.0005284278664765659,5
6,1,134.5,5,0.001066921599611347,11
6,2,234.5,5,0.001066921599611347,11
7,1,98.7,19,0.0007634538351646801,10
7,2,197.0,19,0.0007634538351646801,10
8,1,188.0,19,0.000572422162887234,7
8,2,197.0,19,0.000572422162887234,7
9,1,129.5,0,0.0010398443686697933,8
9,2,131.1,0,0.0010398443686697933,8
10,1,98.7,19,0.0009647073571013141,12
10,2,179.0,19,0.0009647073571013141,12
11,1,187.4,10,0.0016445621028947537,14
11,2,211.8,10,0.0016445621028947537,14
12,1,80.7,10,0.0011879062692475048,10
12,2,211.8,10,0.0011879062692475048,10
13,1,108.8,10,0.0007773490844967717,9
13,2,211.8,10,0.0007773490844967717,9
14,1,131.5,5,0.0013598924171062017,10
14,2,234.5,5,0.0013598924171062017,10
15,1,91.6,5,0.0020755807123048822,19
15,2,226.0,5,0.0020755807123048822,19
16,1,95.2,10,0.0016928750013914392,17
16,2,252.4,10,0.0016928750013914392,17
17,1,95.2,10,0.004509130358609882,43
17,2,224.4,10,0.004509130358609882,43
18,1,91.9,13,0.012336582104736768,110
18,2,225.3,13,0.012336582104736768,110
19,1,82.9,13,0.01950861171513165,167
19,2,283.7,13,0.01950861171513165,167
