,Iteration,LWT,Hamming_distance
0,244,0.0,0.04717647058823528
1,502,0.0,0.04752941176470588
2,631,0.0,0.04694117647058823
3,739,0.0,0.05096078431372547
4,161,0.0,0.046352941176470555
5,76,0.0,0.04672549019607837
6,577,0.0,0.04580392156862741
7,508,0.0,0.047078431372549
8,328,0.0,0.04688235294117644
9,229,0.0,0.046392156862745074
10,463,0.0,0.047254901960784294
11,251,0.0,0.046490196078431356
12,386,0.0,0.04739215686274509
13,79,0.0,0.047392156862745054
14,624,0.0,0.046882352941176396
15,257,0.0,0.04686274509803921
16,359,0.0,0.047313725490196044
17,414,0.0,0.04615686274509801
18,192,0.0,0.045999999999999944
19,793,0.0,0.046686274509803866
