,Iteration,LWT,Hamming_distance
0,716,96.00000000000001,0.10011385199240987
1,658,164.0,0.10436432637571166
2,139,122.89999999999999,0.10174573055028449
3,146,160.89999999999998,0.10229601518026561
4,40,156.8,0.10064516129032257
5,5,138.3,0.10335863377609109
6,648,142.89999999999998,0.10235294117647058
7,629,146.89999999999998,0.1028273244781784
8,431,195.8,0.10214421252371926
9,53,43.7,0.10180265654648958
10,10,103.3,0.10055028462998103
11,647,143.8,0.10187855787476278
12,230,170.59999999999997,0.10584440227703988
13,512,151.60000000000002,0.1018595825426945
14,256,145.39999999999998,0.10155597722960155
15,497,195.39999999999998,0.10203036053130936
16,481,141.60000000000002,0.10216318785578755
17,109,137.2,0.10075901328273248
18,223,171.39999999999998,0.10447817836812147
19,356,170.0,0.10358633776091085
