,Iteration,LWT,Hamming_distance
0,633,0.0,0.04796963946869073
1,552,0.0,0.04762808349146106
2,71,0.0,0.04762808349146107
3,417,0.0,0.04595825426944971
4,296,0.0,0.04909550917141049
5,36,21.5,0.047628083491461005
6,312,0.0,0.04862745098039217
7,243,0.0,0.04783048703352308
8,588,0.0,0.047653383934218856
9,271,0.0,0.04729917773561038
10,384,0.0,0.047526881720430125
11,455,0.0,0.04762808349146106
12,375,0.0,0.04764073371283996
13,185,0.0,0.04803289057558505
14,555,0.0,0.04760278304870337
15,587,0.0,0.047640733712839965
16,344,0.0,0.04834914611005692
17,190,0.0,0.04614800759013281
18,256,21.5,0.048032890575585095
19,19,0.0,0.047450980392156825
