individual,member,LWT,Seed,Dist to member,# of different params w.r.t other member
0,1,161.5,2,0.0016746880570409981,6
0,2,159.3,2,0.0016746880570409981,6
1,1,278.0,2,0.0011913277939800803,6
1,2,278.0,2,0.0011913277939800803,6
2,1,169.1,20,0.0031629081771325763,16
2,2,220.1,20,0.0031629081771325763,16
3,1,377.1,5,0.0017828763617020924,10
3,2,160.9,5,0.0017828763617020924,10
4,1,165.3,7,0.0014530655701348485,13
4,2,282.9,7,0.0014530655701348485,13
5,1,224.8,8,0.0015259242399230293,8
5,2,153.0,8,0.0015259242399230293,8
6,1,334.7,13,0.013847354300168913,67
6,2,149.2,13,0.013847354300168913,67
7,1,180.2,13,0.014996564166954305,78
7,2,481.5,13,0.014996564166954305,78
8,1,294.5,5,0.0008955593462829473,5
8,2,154.6,5,0.0008955593462829473,5
9,1,301.5,14,0.00254896541489289,10
9,2,188.9,14,0.00254896541489289,10
10,1,254.5,14,0.002138929047254585,9
10,2,174.6,14,0.002138929047254585,9
11,1,278.2,8,0.000767658981272584,6
11,2,153.9,8,0.000767658981272584,6
12,1,177.7,14,0.0015896884989219772,6
12,2,294.4,14,0.0015896884989219772,6
13,1,152.7,13,0.0007967914438502673,2
13,2,289.3,13,0.0007967914438502673,2
14,1,217.5,7,0.0016123770028463804,6
14,2,167.4,7,0.0016123770028463804,6
15,1,278.0,2,0.0005468652296363736,4
15,2,152.5,2,0.0005468652296363736,4
16,1,393.6,20,0.000903569064329533,6
16,2,171.2,20,0.000903569064329533,6
17,1,159.1,7,0.008286511458057156,42
17,2,355.3,7,0.008286511458057156,42
18,1,146.0,7,0.0009115129170981258,5
18,2,305.7,7,0.0009115129170981258,5
19,1,165.1,16,0.0006348679109368043,3
19,2,401.9,16,0.0006348679109368043,3
