individual,member,LWT,Seed,Dist to member,# of different params w.r.t other member
0,1,168.2,17,4.457024456084168e-05,5
0,2,168.2,17,4.457024456084168e-05,5
1,1,168.2,17,5.846399203134619e-05,4
1,2,168.2,17,5.846399203134619e-05,4
2,1,168.2,16,5.675849683168988e-05,3
2,2,168.2,16,5.675849683168988e-05,3
3,1,168.2,16,0.00010150502134314814,6
3,2,168.2,16,0.00010150502134314814,6
4,1,168.2,16,4.271712156382356e-05,4
4,2,168.2,16,4.271712156382356e-05,4
5,1,250.7,16,6.170368546321696e-05,9
5,2,168.2,16,6.170368546321696e-05,9
6,1,250.7,7,0.0001714864038522025,17
6,2,168.2,7,0.0001714864038522025,17
7,1,250.7,7,7.862783415144298e-05,5
7,2,166.7,7,7.862783415144298e-05,5
8,1,168.2,17,5.730726861623862e-05,7
8,2,250.7,17,5.730726861623862e-05,7
9,1,142.6,9,3.051392034345112e-05,4
9,2,274.8,9,3.051392034345112e-05,4
10,1,168.2,16,3.405509809901392e-05,2
10,2,250.7,16,3.405509809901392e-05,2
11,1,168.2,16,5.203568074514578e-05,5
11,2,250.7,16,5.203568074514578e-05,5
12,1,105.5,1,8.472102597752181e-05,7
12,2,168.2,1,8.472102597752181e-05,7
13,1,199.4,17,7.676910529835329e-05,4
13,2,168.2,17,7.676910529835329e-05,4
14,1,88.8,11,0.0008542041604141816,74
14,2,250.7,11,0.0008542041604141816,74
15,1,142.6,16,5.016760879860344e-05,5
15,2,197.8,16,5.016760879860344e-05,5
16,1,112.1,5,6.84739678114042e-05,5
16,2,203.4,5,6.84739678114042e-05,5
17,1,168.2,1,2.2742639725177068e-05,3
17,2,250.7,1,2.2742639725177068e-05,3
18,1,103.6,11,5.574379535787253e-05,6
18,2,250.7,11,5.574379535787253e-05,6
19,1,260.4,4,0.00013723696248856357,6
19,2,142.6,4,0.00013723696248856357,6
