individual,member,LWT,Seed,Dist to member,# of different params w.r.t other member
0,1,177.2,13,0.0016228629218504307,6
0,2,213.7,13,0.0016228629218504307,6
1,1,171.9,19,0.0008342245989304811,4
1,2,216.2,19,0.0008342245989304811,4
2,1,196.3,10,0.0011038170179203581,6
2,2,182.0,10,0.0011038170179203581,6
3,1,147.2,18,0.00025911817231357207,3
3,2,240.3,18,0.00025911817231357207,3
4,1,172.0,11,0.0002732775396067093,3
4,2,172.0,11,0.0002732775396067093,3
5,1,174.2,6,0.0005240641711229945,4
5,2,174.2,6,0.0005240641711229945,4
6,1,178.0,2,0.0009837171027948554,5
6,2,133.9,2,0.0009837171027948554,5
7,1,147.2,18,0.0007689220938821995,5
7,2,240.3,18,0.0007689220938821995,5
8,1,178.0,2,0.001007176814088166,7
8,2,133.9,2,0.001007176814088166,7
9,1,196.3,10,0.001299895449292907,7
9,2,182.0,10,0.001299895449292907,7
10,1,199.2,18,0.0008206154985167807,5
10,2,240.3,18,0.0008206154985167807,5
11,1,200.7,2,0.00169733820903138,13
11,2,133.9,2,0.00169733820903138,13
12,1,175.0,18,0.000787080900903605,7
12,2,240.3,18,0.000787080900903605,7
13,1,196.3,10,0.0017345812719168792,11
13,2,161.5,10,0.0017345812719168792,11
14,1,178.0,2,0.0023373519490286123,12
14,2,273.0,2,0.0023373519490286123,12
15,1,147.2,18,0.0014480664789089375,8
15,2,249.3,18,0.0014480664789089375,8
16,1,174.2,6,0.00197550978891429,14
16,2,216.5,6,0.00197550978891429,14
17,1,170.0,6,0.0031750640727419466,14
17,2,200.6,6,0.0031750640727419466,14
18,1,175.6,8,0.018167443710199446,95
18,2,435.5,8,0.018167443710199446,95
19,1,146.9,8,0.04856130056410692,255
19,2,592.3,8,0.04856130056410692,255
