,Iteration,LWT
0,1,167.6
1,2,141.06666666666666
2,3,124.475
3,4,202.45
4,5,202.45
5,6,202.45
6,7,202.45
7,8,202.45
8,9,202.45
9,10,202.45
10,11,202.45
11,12,202.45
12,13,202.45
13,14,202.45
14,15,202.45
15,16,202.45
16,17,202.45
17,18,202.45
18,19,202.45
19,20,202.45
20,21,202.45
21,22,202.45
22,23,202.45
23,24,202.45
24,25,202.45
25,26,202.45
26,27,202.45
27,28,202.45
28,29,202.45
29,30,202.45
30,31,202.45
31,32,202.45
32,33,202.45
33,34,202.45
34,35,202.45
35,36,202.45
36,37,202.45
37,38,202.45
38,39,202.45
39,40,202.45
40,41,202.45
41,42,202.45
42,43,202.45
43,44,202.45
44,45,202.45
45,46,202.45
46,47,202.45
47,48,202.45
48,49,202.45
49,50,202.45
50,51,202.45
51,52,202.45
52,53,205.9333333333333
53,54,205.9333333333333
54,55,205.9333333333333
55,56,205.9333333333333
56,57,205.9333333333333
57,58,205.9333333333333
58,59,205.9333333333333
59,60,205.9333333333333
60,61,205.9333333333333
61,62,205.9333333333333
62,63,205.9333333333333
63,64,205.9333333333333
64,65,205.9333333333333
65,66,205.9333333333333
66,67,205.9333333333333
67,68,205.9333333333333
68,69,205.9333333333333
69,70,205.9333333333333
70,71,205.9333333333333
71,72,205.9333333333333
72,73,205.9333333333333
73,74,205.9333333333333
74,75,205.9333333333333
75,76,205.9333333333333
76,77,205.9333333333333
77,78,205.9333333333333
78,79,205.9333333333333
79,80,205.9333333333333
80,81,205.9333333333333
81,82,205.9333333333333
82,83,205.9333333333333
83,84,205.9333333333333
84,85,205.9333333333333
85,86,205.9333333333333
86,87,205.9333333333333
87,88,205.27499999999998
88,89,205.27499999999998
89,90,205.27499999999998
90,91,205.27499999999998
91,92,205.27499999999998
92,93,205.27499999999998
93,94,205.27499999999998
94,95,205.27499999999998
95,96,205.27499999999998
96,97,205.27499999999998
97,98,205.27499999999998
98,99,205.27499999999998
99,100,205.27499999999998
