,Iteration,LWT
0,1,95.13333333333334
1,2,112.35000000000001
2,3,148.70000000000002
3,4,150.20000000000002
4,5,140.60000000000002
5,6,117.81428571428573
6,7,120.97999999999999
7,8,120.97999999999999
8,9,120.97999999999999
9,10,173.09999999999997
10,11,173.09999999999997
11,12,173.09999999999997
12,13,173.09999999999997
13,14,184.25
14,15,184.25
15,16,184.25
16,17,184.25
17,18,184.25
18,19,184.25
19,20,184.25
20,21,184.25
21,22,157.76666666666668
22,23,162.725
23,24,162.725
24,25,162.725
25,26,166.49999999999997
26,27,166.49999999999997
27,28,166.49999999999997
28,29,166.49999999999997
29,30,170.17499999999998
30,31,170.17499999999998
31,32,170.17499999999998
32,33,170.17499999999998
33,34,170.17499999999998
34,35,170.17499999999998
35,36,170.17499999999998
36,37,170.17499999999998
37,38,170.17499999999998
38,39,170.17499999999998
39,40,170.17499999999998
40,41,170.17499999999998
41,42,170.17499999999998
42,43,170.17499999999998
43,44,170.17499999999998
44,45,158.83999999999997
45,46,158.83999999999997
46,47,158.83999999999997
47,48,158.83999999999997
48,49,165.04999999999998
49,50,165.04999999999998
50,51,165.04999999999998
51,52,165.04999999999998
52,53,165.04999999999998
53,54,165.04999999999998
54,55,165.04999999999998
55,56,169.28333333333333
56,57,169.28333333333333
57,58,169.28333333333333
58,59,212.3
59,60,212.3
60,61,212.3
61,62,212.3
62,63,212.3
63,64,212.3
64,65,212.3
65,66,212.3
66,67,212.3
67,68,212.3
68,69,212.3
69,70,212.3
70,71,212.3
71,72,212.3
72,73,212.3
73,74,212.3
74,75,212.3
75,76,209.53333333333333
76,77,209.53333333333333
77,78,209.53333333333333
78,79,209.53333333333333
79,80,209.53333333333333
80,81,209.53333333333333
81,82,209.53333333333333
82,83,209.53333333333333
83,84,209.53333333333333
84,85,209.53333333333333
85,86,209.53333333333333
86,87,209.53333333333333
87,88,209.53333333333333
88,89,209.53333333333333
89,90,209.53333333333333
90,91,209.53333333333333
91,92,209.53333333333333
92,93,209.53333333333333
93,94,209.53333333333333
94,95,209.53333333333333
95,96,209.53333333333333
96,97,209.53333333333333
97,98,209.53333333333333
98,99,209.53333333333333
99,100,209.53333333333333
