,Iteration,LWT
0,1,82.39999999999999
1,2,82.39999999999999
2,3,107.3
3,4,107.3
4,5,107.3
5,6,107.3
6,7,114.6
7,8,114.6
8,9,114.6
9,10,114.6
10,11,114.6
11,12,114.6
12,13,57.3
13,14,57.3
14,15,57.3
15,16,57.3
16,17,57.3
17,18,57.3
18,19,57.3
19,20,57.3
20,21,57.3
21,22,57.3
22,23,57.3
23,24,57.3
24,25,57.3
25,26,57.3
26,27,57.3
27,28,54.93333333333333
28,29,54.93333333333333
29,30,79.125
30,31,79.125
31,32,89.75
32,33,99.2
33,34,79.36
34,35,79.36
35,36,79.36
36,37,79.36
37,38,79.36
38,39,79.36
39,40,79.36
40,41,79.36
41,42,79.36
42,43,79.36
43,44,82.66
44,45,82.66
45,46,82.66
46,47,82.66
47,48,82.66
48,49,82.66
49,50,82.66
50,51,82.66
51,52,82.66
52,53,82.66
53,54,85.79999999999998
54,55,85.79999999999998
55,56,109.42499999999998
56,57,109.42499999999998
57,58,109.42499999999998
58,59,109.42499999999998
59,60,109.42499999999998
60,61,109.42499999999998
61,62,109.42499999999998
62,63,109.42499999999998
63,64,109.42499999999998
64,65,109.42499999999998
65,66,117.92499999999998
66,67,117.92499999999998
67,68,117.92499999999998
68,69,117.92499999999998
69,70,117.92499999999998
70,71,117.92499999999998
71,72,117.92499999999998
72,73,117.92499999999998
73,74,117.92499999999998
74,75,117.92499999999998
75,76,117.92499999999998
76,77,117.92499999999998
77,78,117.92499999999998
78,79,117.92499999999998
79,80,117.92499999999998
80,81,117.92499999999998
81,82,117.92499999999998
82,83,117.92499999999998
83,84,117.92499999999998
84,85,117.92499999999998
85,86,117.92499999999998
86,87,117.92499999999998
87,88,117.92499999999998
88,89,117.92499999999998
89,90,117.92499999999998
90,91,117.92499999999998
91,92,117.92499999999998
92,93,117.92499999999998
93,94,117.92499999999998
94,95,117.92499999999998
95,96,117.92499999999998
96,97,117.92499999999998
97,98,117.92499999999998
98,99,117.92499999999998
99,100,117.92499999999998
