individual,member,LWT,Seed,Dist to member,# of different params w.r.t other member
0,1,172.9,9,0.0020812060516016938,8
0,2,163.2,9,0.0020812060516016938,8
1,1,167.9,4,0.0014171122994652407,4
1,2,167.9,4,0.0014171122994652407,4
2,1,153.6,18,0.0013935133539766788,9
2,2,253.0,18,0.0013935133539766788,9
3,1,153.6,18,0.0013584129969701972,10
3,2,262.3,18,0.0013584129969701972,10
4,1,253.0,18,0.001285844467900265,7
4,2,176.0,18,0.001285844467900265,7
5,1,160.7,7,0.0013457026657929096,7
5,2,211.8,7,0.0013457026657929096,7
6,1,224.8,7,0.001024254263317709,5
6,2,145.8,7,0.001024254263317709,5
7,1,153.4,7,0.0010994148828848656,4
7,2,191.2,7,0.0010994148828848656,4
8,1,258.6,11,0.0018864799427722445,9
8,2,161.3,11,0.0018864799427722445,9
9,1,198.5,11,0.001821770225225901,10
9,2,252.1,11,0.001821770225225901,10
10,1,174.9,1,0.001159536541889483,6
10,2,276.7,1,0.001159536541889483,6
11,1,203.2,9,0.0008999498089906938,7
11,2,341.8,9,0.0008999498089906938,7
12,1,180.9,2,0.0010428933032520773,5
12,2,410.7,2,0.0010428933032520773,5
13,1,136.0,18,0.001781058813524559,9
13,2,402.7,18,0.001781058813524559,9
14,1,146.4,4,0.0022544334001990966,16
14,2,477.3,4,0.0022544334001990966,16
15,1,424.6,16,0.002187177447728815,10
15,2,154.7,16,0.002187177447728815,10
16,1,253.3,7,0.0010093778816059123,5
16,2,382.9,7,0.0010093778816059123,5
17,1,167.9,4,0.0003021390374331551,2
17,2,252.1,4,0.0003021390374331551,2
18,1,188.5,16,0.05042319358222071,267
18,2,593.3,16,0.05042319358222071,267
19,1,451.4,18,0.0006455981150858166,8
19,2,292.8,18,0.0006455981150858166,8
