,Iteration,LWT,Hamming_distance
0,758,0.0,0.04788235294117643
1,224,0.0,0.048058823529411765
2,29,0.0,0.04615686274509803
3,386,0.0,0.04647058823529412
4,709,0.0,0.04605882352941175
5,76,0.0,0.04637254901960785
6,626,0.0,0.047039215686274456
7,511,0.0,0.047999999999999945
8,149,0.0,0.046078431372548974
9,162,0.0,0.0458039215686274
10,561,0.0,0.047274509803921526
11,401,0.0,0.046235294117647006
12,196,0.0,0.047352941176470584
13,13,0.0,0.044078431372548986
14,246,0.0,0.04739215686274511
15,769,0.0,0.046725490196078426
16,299,0.0,0.04745098039215683
17,148,0.0,0.0474705882352941
18,156,0.0,0.04586274509803921
19,695,0.0,0.04684313725490192
