,Iteration,LWT,Hamming_distance
0,782,114.6,0.10285294117647069
1,188,114.6,0.10226470588235287
2,2,40.900000000000006,0.10070588235294124
3,239,114.6,0.10173529411764705
4,4,50.19999999999999,0.1050294117647059
5,25,66.69999999999999,0.10085294117647059
6,171,94.80000000000001,0.10026470588235294
7,442,114.6,0.10014705882352942
8,678,94.80000000000001,0.10108823529411756
9,620,94.80000000000001,0.10061764705882349
10,754,114.6,0.10152941176470595
11,447,114.6,0.10123529411764706
12,103,94.80000000000001,0.1010588235294118
13,647,114.6,0.1041470588235294
14,28,66.69999999999999,0.10002941176470584
15,92,114.6,0.10208823529411769
16,438,94.80000000000001,0.10032352941176466
17,305,57.69999999999999,0.10161764705882359
18,657,114.6,0.10111764705882358
19,34,114.6,0.10308823529411767
