,Iteration,LWT
0,1,68.9125
1,2,67.75625
2,3,61.025
3,4,63.125
4,5,63.125
5,6,63.125
6,7,65.75500000000001
7,8,68.715
8,9,68.715
9,10,71.225
10,11,71.225
11,12,75.295
12,13,81.025
13,14,82.25
14,15,85.26
15,16,88.9
16,17,89.525
17,18,100.95
18,19,100.95
19,20,100.95
20,21,100.95
21,22,100.95
22,23,100.95
23,24,100.95
24,25,100.95
25,26,101.93999999999998
26,27,101.93999999999998
27,28,101.93999999999998
28,29,101.93999999999998
29,30,101.93999999999998
30,31,107.02499999999998
31,32,107.02499999999998
32,33,107.78
33,34,107.78
34,35,107.78
35,36,107.78
36,37,107.78
37,38,107.78
38,39,108.76999999999998
39,40,108.76999999999998
40,41,108.76999999999998
41,42,108.76999999999998
42,43,108.76999999999998
43,44,108.76999999999998
44,45,108.76999999999998
45,46,108.76999999999998
46,47,108.76999999999998
47,48,108.76999999999998
48,49,108.76999999999998
49,50,108.76999999999998
50,51,108.76999999999998
51,52,108.76999999999998
52,53,108.76999999999998
53,54,108.76999999999998
54,55,108.76999999999998
55,56,108.76999999999998
56,57,108.76999999999998
57,58,108.76999999999998
58,59,108.76999999999998
59,60,108.76999999999998
60,61,108.76999999999998
61,62,108.76999999999998
62,63,108.76999999999998
63,64,108.76999999999998
64,65,108.76999999999998
65,66,108.76999999999998
66,67,108.76999999999998
67,68,108.76999999999998
68,69,108.76999999999998
69,70,108.76999999999998
70,71,108.76999999999998
71,72,108.76999999999998
72,73,109.75999999999999
73,74,109.75999999999999
74,75,109.75999999999999
75,76,109.75999999999999
76,77,109.75999999999999
77,78,110.43499999999999
78,79,110.43499999999999
79,80,110.43499999999999
80,81,110.43499999999999
81,82,110.43499999999999
82,83,110.43499999999999
83,84,110.43499999999999
84,85,110.43499999999999
85,86,110.43499999999999
86,87,110.43499999999999
87,88,110.43499999999999
88,89,110.43499999999999
89,90,110.43499999999999
90,91,110.43499999999999
91,92,110.43499999999999
92,93,110.43499999999999
93,94,112.28999999999999
94,95,112.28999999999999
95,96,112.28999999999999
96,97,112.28999999999999
97,98,112.28999999999999
98,99,112.28999999999999
99,100,112.28999999999999
