,Iteration,LWT,Hamming_distance
0,28,126.3,0.10085388994307407
1,649,151.8,0.09998102466793177
2,2,139.0,0.10462998102466795
3,74,150.0,0.10092979127134737
4,302,142.0,0.10083491461100565
5,679,132.60000000000002,0.10098671726755225
6,123,162.39999999999998,0.10142314990512344
7,202,151.8,0.10189753320683122
8,670,148.8,0.10193548387096774
9,666,165.7,0.10096774193548384
10,762,119.10000000000001,0.100607210626186
11,59,95.39999999999999,0.1001138519924099
12,721,173.5,0.10113851992409871
13,608,180.39999999999998,0.10478178368121446
14,115,164.3,0.10064516129032254
15,250,167.60000000000002,0.1014421252371917
16,63,173.0,0.10567362428842508
17,511,177.59999999999997,0.10451612903225804
18,470,190.8,0.10121442125237198
19,402,220.3,0.10060721062618606
