,Iteration,LWT
0,1,103.73750000000001
1,2,115.0625
2,3,110.82000000000001
3,4,111.915
4,5,112.675
5,6,114.48999999999998
6,7,114.48999999999998
7,8,114.48999999999998
8,9,115.91499999999999
9,10,115.91499999999999
10,11,116.68500000000002
11,12,120.33999999999999
12,13,121.52000000000001
13,14,121.71000000000001
14,15,123.89000000000001
15,16,125.13000000000002
16,17,125.13000000000002
17,18,126.51000000000002
18,19,127.07000000000001
19,20,129.995
20,21,130.79000000000002
21,22,130.79000000000002
22,23,131.76500000000001
23,24,136.54500000000002
24,25,138.935
25,26,141.82999999999998
26,27,141.82999999999998
27,28,141.82999999999998
28,29,142.145
29,30,142.145
30,31,142.145
31,32,143.565
32,33,143.565
33,34,143.565
34,35,143.565
35,36,143.565
36,37,143.565
37,38,143.58
38,39,143.58
39,40,143.58
40,41,143.58
41,42,143.58
42,43,143.58
43,44,143.58
44,45,143.58
45,46,143.58
46,47,143.58
47,48,143.58
48,49,143.58
49,50,144.115
50,51,144.72
51,52,144.72
52,53,144.72
53,54,144.72
54,55,144.72
55,56,145.02
56,57,145.02
57,58,145.02
58,59,145.02
59,60,145.02
60,61,145.02
61,62,145.02
62,63,145.02
63,64,145.02
64,65,145.02
65,66,145.02
66,67,145.02
67,68,146.01500000000001
68,69,146.01500000000001
69,70,146.01500000000001
70,71,146.01500000000001
71,72,146.01500000000001
72,73,146.01500000000001
73,74,146.01500000000001
74,75,146.01500000000001
75,76,146.01500000000001
76,77,146.01500000000001
77,78,146.01500000000001
78,79,146.01500000000001
79,80,146.72500000000002
80,81,146.72500000000002
81,82,146.72500000000002
82,83,146.72500000000002
83,84,146.72500000000002
84,85,146.72500000000002
85,86,146.72500000000002
86,87,146.72500000000002
87,88,146.72500000000002
88,89,146.72500000000002
89,90,146.72500000000002
90,91,147.38500000000002
91,92,147.38500000000002
92,93,147.38500000000002
93,94,147.38500000000002
94,95,147.38500000000002
95,96,147.38500000000002
96,97,147.38500000000002
97,98,147.38500000000002
98,99,147.38500000000002
99,100,147.38500000000002
