,Iteration,LWT,Hamming_distance
0,401,0.0,0.0458627450980392
1,794,0.0,0.04745098039215682
2,675,0.0,0.04621568627450977
3,275,0.0,0.04507843137254902
4,342,0.0,0.04672549019607837
5,357,0.0,0.047313725490196044
6,628,0.0,0.046156862745098
7,125,0.0,0.04837254901960784
8,161,0.0,0.0454313725490196
9,9,0.0,0.04586274509803918
10,551,0.0,0.047999999999999945
11,153,0.0,0.0458039215686274
12,77,0.0,0.04762745098039215
13,212,0.0,0.04539215686274506
14,511,0.0,0.04682352941176471
15,244,0.0,0.048352941176470585
16,718,0.0,0.04792156862745096
17,593,0.0,0.047686274509803915
18,366,0.0,0.04658823529411762
19,108,0.0,0.0479803921568627
