,Iteration,LWT,Hamming_distance
0,246,114.6,0.1475882352941177
1,36,94.80000000000001,0.15076470588235288
2,578,114.6,0.147107843137255
3,508,114.6,0.14823529411764716
4,120,94.80000000000001,0.15370588235294128
5,5,168.7,0.16066666666666665
6,365,114.6,0.15336274509803907
7,47,143.39999999999998,0.15061764705882347
8,191,50.19999999999999,0.14884313725490195
9,27,66.69999999999999,0.1495098039215687
10,375,114.6,0.14953921568627446
11,173,110.4,0.148549019607843
12,42,114.6,0.15641176470588242
13,733,192.10000000000002,0.15318627450980377
14,14,17.0,0.14927450980392148
15,15,40.900000000000006,0.14679411764705885
16,470,94.80000000000001,0.14812745098039232
17,389,94.80000000000001,0.14899019607843142
18,101,94.80000000000001,0.1513921568627451
19,19,114.6,0.15519607843137245
